HDHF,HDLF,LDHF,LDLF
1,1,1,1
1,1,1,1
0.99943166970534,0.999848932938904,0.99943166970534,0.999848932938904
0.997978451632684,0.999242363742216,0.997992882173286,0.999246218681524
0.995600476467568,0.998162738551069,0.995671492583604,0.99818648561558
0.992237955019997,0.996590080319826,0.992444970334811,0.99666411247149
0.987810956700548,0.994501937436414,0.988281252208652,0.994673298282465
0.982220112785219,0.991873424257013,0.983139974329531,0.992208153202042
0.975348757689302,0.98867737969582,0.976974133241613,0.989262810208816
0.967067023064778,0.98488466913108,0.969732209224566,0.98583155687882
0.957238234974468,0.980464650577656,0.961360746977762,0.981908985414581
0.945727577600879,0.975385817417432,0.951807330840211,0.977490158031477
0.932412394298396,0.96961661649025,0.941023820398976,0.972570783684301
0.917192840791315,0.963126422362605,0.928969641024713,0.967147401058182
0.900001152574724,0.955886627601037,0.915614871078599,0.961217561850223
0.880807824682752,0.94787178768538,0.900942852197935,0.954780007737893
0.85962364901716,0.939060741703469,0.884952083560219,0.947834834163869
0.836497636841947,0.929437620481528,0.867657244770708,0.940383634237646
0.811511949636617,0.918992655939793,0.849089309287435,0.93242961669633
0.784775635219606,0.907722720919575,0.829294834276257,0.923977692967496
0.756419015936146,0.895631556385357,0.808334614706475,0.915034529871018
0.726590109762402,0.882729678688634,0.78628194860594,0.905608566272106
0.695453790923183,0.869033997283793,0.763220770075422,0.895709993907178
0.663193865898674,0.85456720615328,0.739243874335428,0.885350704483064
0.630018236761207,0.839357034703369,0.714451401066016,0.87454420683866
0.596168639738704,0.823435453078156,0.688949677057228,0.863305519321103
0.561941909381241,0.806837922788109,0.662850462326524,0.851651043471656
0.527750968334982,0.789602768924995,0.636270606946932,0.839598425594994
0.494339338970121,0.771770729243682,0.609332119749239,0.827166412805423
0.463562506130089,0.753384712638913,0.58216269439746,0.814374709754538
0.440085752938562,0.734489779234015,0.554896882695891,0.80124384152925
0.427430664032213,0.715133340041618,0.527678481018581,0.787795027266987
0.419608258295776,0.695365569578602,0.500665652191552,0.774050067970396
0.411242721474748,0.675240035204869,0.474042755146686,0.760031250913344
0.400700777755642,0.654814582717142,0.44804903549597,0.745761271994334
0.38789053402827,0.634152601713103,0.423048221211445,0.731263176474058
0.373253403454679,0.613324977981148,0.39967943465477,0.716560317773537
0.357423850361467,0.592413441149967,0.379048691874318,0.701676333435144
0.341056561774563,0.571516903241674,0.362407742661223,0.686635136979118
0.324719196704535,0.550764367423024,0.34971106050632,0.671460924239788
0.308842828453205,0.530342367419405,0.339336924891292,0.656178192865655
0.293718576723466,0.51055389947024,0.329730846312217,0.640811774065099
0.279520654722094,0.491939818762183,0.320106856296457,0.62538687646577
0.26633835487877,0.475490600899088,0.310239044080181,0.609929143288987
0.254206607922868,0.462841010684696,0.3001745166867,0.594464726186726
0.243131019699845,0.455926380758989,0.290062598825101,0.579020382484291
0.233106698198332,0.455764174384317,0.280074825057179,0.563623607921193
0.224130806347016,0.461910775903509,0.270372566659281,0.548302825410678
0.216207446862809,0.468574199370207,0.261096321728354,0.533087663614746
0.209342016517516,0.475487116001924,0.25236413406991,0.51800937997855
0.203524215180137,0.482494153418125,0.244273062640708,0.503101515297051
0.198707179842462,0.489513750687853,0.236900136297227,0.488400916309046
0.194798071093557,0.496503836981863,0.230300523964716,0.473949335085827
0.191669190346633,0.503440355026408,0.224502510388976,0.459795911002149
0.189181536800229,0.510305773436708,0.219501737366882,0.446000946905417
0.187205598469187,0.517083676606364,0.215259311598623,0.432641435364261
0.185631940536721,0.523756664670261,0.211707083384406,0.419818567816379
0.184373120322465,0.530305932239447,0.208758947639561,0.407666497037995
0.183361176650168,0.536711640517074,0.206323550902358,0.396359143315611
0.182543819234981,0.542953618469786,0.204314170870011,0.386107433347031
0.181880811087039,0.549012150301673,0.202654239578208,0.377135586198824
0.181341022117453,0.554868721005956,0.201279192538398,0.369630546496378
0.18090018145252,0.560506652818587,0.200136064996466,0.363681029900823
0.180539208937582,0.565911600342812,0.199182050270125,0.359244822187624
0.180242986192056,0.571071893842719,0.198382774688866,0.356168469838804
0.179999448926378,0.575978734477445,0.1977106645638,0.354240588309784
0.179798910928593,0.580626254634607,0.197143549073686,0.353242299322453
0.179633555039941,0.585011462292252,0.196663525055306,0.352976448173973
0.179497045322934,0.589134091288409,0.19625605928633,0.353277767545499
0.179384228138526,0.592996380139119,0.195909287972073,0.354012509233935
0.179290899278086,0.596602801181964,0.195613472792687,0.355074056278376
0.179213620819569,0.599959759835834,0.195360578340659,0.356377824870265
0.179149575895634,0.603075281092736,0.195143942599634,0.357856716439648
0.179096452712689,0.605958697349993,0.194958018450614,0.359457419475091
0.179052351380967,0.608620348627936,0.194798169450594,0.3611375024124
0.179015708701385,0.611071303300902,0.194660507257446,0.362863146405525
0.178985237202777,0.613323104833531,0.194541761218661,0.36460737140942
0.178959875566037,0.615387547739468,0.19443917299489,0.366348639360256
0.178938748199593,0.61727648410014,0.19435041083552,0.368069748483844
0.178921132204678,0.617972803906028,0.194273499415277,0.369756955958087
0.178906430331372,0.617431446508628,0.194206762097125,0.371399282232022
0.178894148806841,0.615722506261144,0.19414877319752,0.372987961081334
0.178883879136315,0.612941584579789,0.194098318361584,0.374516006818091
0.178875283150233,0.609202104186714,0.194054361556587,0.375977875343167
0.178868080708369,0.604627325066036,0.194016017497098,0.377369199794184
0.178862039581634,0.599343043352871,0.193982528549695,0.378686584877932
0.17885696712073,0.593471618404339,0.193953245347286,0.379927446821781
0.178852703392273,0.58712760735731,0.19392761048618,0.381089888340033
0.178849115520989,0.580414985377609,0.193905144792417,0.38217260013389
0.178846093023768,0.573425735779965,0.193885435734678,0.383174782251711
0.178843543959852,0.566239505333141,0.193868127634329,0.384096080149943
0.17884139175287,0.558924010307393,0.193852913382685,0.384936531539113
0.178839572566189,0.551535916262686,0.193839527424297,0.38569652110188
0.178838033134136,0.544121972347752,0.193827739805099,0.386376740962724
0.178836728968972,0.536720240971728,0.19381735111732,0.386978155403086
0.178835622877673,0.529361316412383,0.193808188200493,0.387501968781898
0.178834683734288,0.522069467526984,0.193800100480642,0.387949595967364
0.178833885463187,0.514863670098305,0.193792956848726,0.388322634835935
0.178833206196418,0.507758515065388,0.193786642995256,0.388622840569707
0.178832627574893,0.500764992090927,0.193781059131217,0.388852101601521
